rule_id,name,domain,path,status,severity,category,resource,resource_type,source_id,evidence_mode,evidence_type,assessment_methods,frameworks,control_refs,control_families,metadata_tags,derived_tags,all_tags,risk_categories,mitre,remediation,risk_statement,remediation_intent,auditor_guidance
salesforce-profile-modify-all-data,Salesforce Profile Modify All Data,salesforce,policies/salesforce/salesforce-profile-modify-all-data.yaml,active,high,salesforce,salesforce::profile,,policy,cel,revenue_process_control,examine; interview,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.5.15; ISO 27001:2022 A.8.8; ISO 27001:2022 A.8.9; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SI-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SI System and Information Integrity; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,generated; privileged-access; profile; salesforce,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; policy; salesforce,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; generated; policy; privileged-access; profile; salesforce,ACCESS_CONTROL; GOVERNANCE,,"Restore profile modify all data controls to the approved state, capture owner approval, and retain evidence from the authoritative system.",Customer or opportunity management evidence may indicate an unmanaged business control gap.,"Update the opportunity or account record, confirm owner action, and retain review evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
salesforce-user-never-logged-in-90d,Salesforce User Never Logged In 90d,salesforce,policies/salesforce/salesforce-user-never-logged-in-90d.yaml,active,medium,salesforce,salesforce::user,,policy,cel,revenue_process_control,examine; interview,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.5.15; ISO 27001:2022 A.8.8; ISO 27001:2022 A.8.9; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SI-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SI System and Information Integrity; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,generated; salesforce; stale-accounts; user,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; policy; salesforce,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; generated; policy; salesforce; stale-accounts; user,ACCESS_CONTROL; GOVERNANCE,,"Restore user never logged in 90d controls to the approved state, capture owner approval, and retain evidence from the authoritative system.",Customer or opportunity management evidence may indicate an unmanaged business control gap.,"Update the opportunity or account record, confirm owner action, and retain review evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
same-user-approve-execute,Same User Approved and Executed Financial Action,compliance,policies/compliance/same-user-approve-execute.yaml,active,critical,compliance,billing::approval_event,,policy,cel,control_procedure,examine; interview,Cerebro Financial Controls; SOC 2,Cerebro Financial Controls FIN-1; SOC 2 CC5.2; SOC 2 CC5.3,Cerebro Financial Controls FIN Financial Controls; SOC 2 CC5 Control Activities,financial-controls; fraud-prevention; separation-of-duties,assessment:examine; assessment:interview; cel; compliance; evidence:control_procedure; policy,assessment:examine; assessment:interview; cel; compliance; evidence:control_procedure; financial-controls; fraud-prevention; policy; separation-of-duties,,,,"Required governance, review, approval, or procedural evidence may be missing or incomplete.","Complete the required procedure, attach supporting evidence, and record owner approval.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
secrets-access-audit,Secrets Access Auditing Enabled,secrets,policies/secrets/secrets-access-audit.yaml,active,medium,secrets,,secret,policy,query,secret_management,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 6; CIS Controls v8 8; ISO 27001:2022 A.5.17; ISO 27001:2022 A.8.15; ISO 27001:2022 A.8.16; ISO 27001:2022 A.8.24; ISO 27001:2022 A.8.5; NIST 800-53 r5 AU-12; NIST 800-53 r5 AU-2; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC4; SOC 2 CC6.1; SOC 2 CC7.2; SOC 2 CC7.3,CIS Controls v8 6 Access Control Management; CIS Controls v8 8 Audit Log Management; ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 AU Audit and Accountability; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 10 Logging and Monitoring; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 C1 Confidentiality; SOC 2 CC4 Monitoring Activities; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations,audit; logging; monitoring; secrets,assessment:examine; evidence:secret_management; policy; query; secrets,assessment:examine; audit; evidence:secret_management; logging; monitoring; policy; query; secrets,,,Enable audit logging for secret access. Configure alerting for unusual access patterns.,"Secret storage, exposure, or rotation evidence may not satisfy credential-protection controls.","Remove exposed secrets, rotate credentials, update storage controls, and retain rotation evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
secrets-least-privilege,Secrets Least Privilege Access,secrets,policies/secrets/secrets-least-privilege.yaml,active,medium,secrets,,secret,policy,query,secret_management,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.8.24; ISO 27001:2022 A.8.5; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.1; SOC 2 CC6.2,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 7 Need-to-Know Access; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,access; least-privilege; secrets; security,assessment:examine; evidence:secret_management; policy; query; secrets,access; assessment:examine; evidence:secret_management; least-privilege; policy; query; secrets; security,,,Review and restrict secret access to only required principals. Use service accounts with specific permissions.,"Secret storage, exposure, or rotation evidence may not satisfy credential-protection controls.","Remove exposed secrets, rotate credentials, update storage controls, and retain rotation evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
secrets-rotation,Secrets Rotation Policy,secrets,policies/secrets/secrets-rotation.yaml,active,high,secrets,,secret,policy,query,secret_management,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 6; ISO 27001:2022 A.5.17; ISO 27001:2022 A.8.24; ISO 27001:2022 A.8.5; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.1,CIS Controls v8 6 Access Control Management; ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,credentials; rotation; secrets; security,assessment:examine; evidence:secret_management; policy; query; secrets,assessment:examine; credentials; evidence:secret_management; policy; query; rotation; secrets; security,,,"Rotate secrets according to policy. Enable automatic rotation where supported (AWS Secrets Manager, Vault).","Secret storage, exposure, or rotation evidence may not satisfy credential-protection controls.","Remove exposed secrets, rotate credentials, update storage controls, and retain rotation evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
secrets-vault-storage,Secrets Stored in Vault,secrets,policies/secrets/secrets-vault-storage.yaml,active,high,secrets,,secret,policy,query,secret_management,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 6; ISO 27001:2022 A.5.17; ISO 27001:2022 A.8.24; ISO 27001:2022 A.8.5; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.1,CIS Controls v8 6 Access Control Management; ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,secrets; security; storage; vault,assessment:examine; evidence:secret_management; policy; query; secrets,assessment:examine; evidence:secret_management; policy; query; secrets; security; storage; vault,,,Migrate secrets to approved secret management systems. Never store secrets in environment variables or config files.,"Secret storage, exposure, or rotation evidence may not satisfy credential-protection controls.","Remove exposed secrets, rotate credentials, update storage controls, and retain rotation evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
sentinelone-command-control,SentinelOne Command and Control Activity,sentinelone,policies/sentinelone/sentinelone-command-control.yaml,active,critical,sentinelone,sentinelone::threat,,policy,cel,endpoint_detection_response,examine; test,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; SOC 2,CIS Controls v8 10.1; CIS Controls v8 10.2; CIS Controls v8 10.7; ISO 27001:2022 A.8.16; ISO 27001:2022 A.8.7; NIST 800-53 r5 SI-3; NIST 800-53 r5 SI-4; SOC 2 CC6.8; SOC 2 CC7.2,CIS Controls v8 10 Malware Defenses; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SI System and Information Integrity; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations,c2; edr; mitre-ta0011; sentinelone; threat-detection,assessment:examine; assessment:test; cel; evidence:endpoint_detection_response; policy; sentinelone,assessment:examine; assessment:test; c2; cel; edr; evidence:endpoint_detection_response; mitre-ta0011; policy; sentinelone; threat-detection,,,Immediately isolate endpoint from network. Block C2 domains/IPs at perimeter. Conduct forensic investigation. Engage incident response procedures. Hunt for lateral movement.,"Endpoint detection, protection, or response controls may not be operating effectively.","Triage the threat or agent state, restore protection controls, and retain SentinelOne evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
sentinelone-malware,SentinelOne Active Malware Threat,sentinelone,policies/sentinelone/sentinelone-malware.yaml,active,critical,sentinelone,sentinelone::threat,,policy,cel,endpoint_detection_response,examine; test,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; SOC 2,CIS Controls v8 10.1; CIS Controls v8 10.2; CIS Controls v8 10.7; ISO 27001:2022 A.8.16; ISO 27001:2022 A.8.7; NIST 800-53 r5 SI-3; NIST 800-53 r5 SI-4; SOC 2 CC6.8; SOC 2 CC7.2,CIS Controls v8 10 Malware Defenses; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SI System and Information Integrity; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations,edr; malware; mitre-ta0002; sentinelone; threat-detection,assessment:examine; assessment:test; cel; evidence:endpoint_detection_response; policy; sentinelone,assessment:examine; assessment:test; cel; edr; evidence:endpoint_detection_response; malware; mitre-ta0002; policy; sentinelone; threat-detection,,,"Investigate threat in SentinelOne console. Execute mitigation actions (kill, quarantine, remediate). Consider reimaging endpoint if infection is severe. Collect IOCs for threat hunting.","Endpoint detection, protection, or response controls may not be operating effectively.","Triage the threat or agent state, restore protection controls, and retain SentinelOne evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
sentinelone-ransomware,SentinelOne Ransomware Activity Detected,sentinelone,policies/sentinelone/sentinelone-ransomware.yaml,active,critical,sentinelone,sentinelone::threat,,policy,cel,endpoint_detection_response,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1,CIS Controls v8 3; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2,CIS Controls v8 3 Data Protection; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 4 Transmission Protection,edr; mitre-ta0040; ransomware; sentinelone; threat-detection,assessment:examine; assessment:test; cel; evidence:endpoint_detection_response; policy; sentinelone,assessment:examine; assessment:test; cel; edr; evidence:endpoint_detection_response; mitre-ta0040; policy; ransomware; sentinelone; threat-detection,UNPROTECTED_DATA,,Immediately isolate endpoint. Do NOT pay ransom. Engage incident response and legal. Restore from clean backups. Report to law enforcement if required. Conduct root cause analysis.,"Endpoint detection, protection, or response controls may not be operating effectively.","Triage the threat or agent state, restore protection controls, and retain SentinelOne evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
sentinelone-threat-detected,SentinelOne Threat Detected,runtime,policies/runtime/sentinelone-threat.yaml,active,critical,runtime,sentinelone::threat,,policy,cel,runtime_threat_signal,examine; test,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; SOC 2,CIS Controls v8 8; ISO 27001:2022 A.5.24; ISO 27001:2022 A.5.25; ISO 27001:2022 A.5.26; ISO 27001:2022 A.8.16; NIST 800-53 r5 IR-4; NIST 800-53 r5 IR-5; NIST 800-53 r5 IR-8; NIST 800-53 r5 SI-4; SOC 2 CC7.1; SOC 2 CC7.2; SOC 2 CC7.3; SOC 2 CC7.4; SOC 2 CC7.5,CIS Controls v8 8 Audit Log Management; ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 IR Incident Response; NIST 800-53 r5 SI System and Information Integrity; SOC 2 CC7 System Operations,edr; incident-response; malware; runtime; sentinelone,assessment:examine; assessment:test; cel; evidence:runtime_threat_signal; policy; runtime,assessment:examine; assessment:test; cel; edr; evidence:runtime_threat_signal; incident-response; malware; policy; runtime; sentinelone,,,Review threat in SentinelOne console and follow incident response playbook.,"Runtime threat evidence may indicate active compromise, malware, abuse, or policy bypass.","Triage the runtime signal, contain affected assets, remediate the root cause, and retain incident evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
sentinelone-vuln-medium,SentinelOne Agent Medium Vulnerabilities Addressed,sentinelone,policies/sentinelone/sentinelone-vuln-medium.yaml,active,medium,sentinelone,sentinelone_vulnerabilities,,policy,cel,endpoint_detection_response,examine; test,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 7; ISO 27001:2022 A.8.8; NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2; PCI DSS v4.0.1 11.3; PCI DSS v4.0.1 6.3; SOC 2 CC7.1; SOC 2 CC7.5,CIS Controls v8 7 Continuous Vulnerability Management; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 RA Risk Assessment; NIST 800-53 r5 SI System and Information Integrity; PCI DSS v4.0.1 11 Security Testing; PCI DSS v4.0.1 6 Secure Systems and Software; SOC 2 CC7 System Operations,compliance; endpoint; medium; sentinelone; sla; vulnerability,assessment:examine; assessment:test; cel; evidence:endpoint_detection_response; policy; sentinelone,assessment:examine; assessment:test; cel; compliance; endpoint; evidence:endpoint_detection_response; medium; policy; sentinelone; sla; vulnerability,VULNERABLE_WORKLOAD,,Patch or update affected software to address medium severity vulnerabilities within 30 days.,"Endpoint detection, protection, or response controls may not be operating effectively.","Triage the threat or agent state, restore protection controls, and retain SentinelOne evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
serverless-public-admin,Publicly exposed serverless with admin privileges,cerebro,policies/cerebro/serverless-public-admin.yaml,active,critical,cerebro,serverless::function,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,CIS Controls v8 12 Network Infrastructure Management; CIS Controls v8 13 Network Monitoring and Defense; CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 1 Network Security Controls; PCI DSS v4.0.1 7 Need-to-Know Access; SOC 2 CC6 Logical and Physical Access,admin; public-exposure; serverless; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,admin; assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy; public-exposure; serverless; wiz,EXTERNAL_EXPOSURE; IDENTITY_RISK; PRIVILEGE_ESCALATION,Execution:T1059; Initial Access:T1190; Privilege Escalation:T1078,Remove admin privileges from the function. Implement least privilege IAM policies. Add authentication to the function endpoint.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
serverless-public-high-priv,Publicly exposed serverless with high privileges,cerebro,policies/cerebro/serverless-public-high-priv.yaml,active,critical,cerebro,serverless::function,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,CIS Controls v8 12 Network Infrastructure Management; CIS Controls v8 13 Network Monitoring and Defense; CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 1 Network Security Controls; PCI DSS v4.0.1 7 Need-to-Know Access; SOC 2 CC6 Logical and Physical Access,high-privilege; public-exposure; serverless; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; high-privilege; policy; public-exposure; serverless; wiz,EXTERNAL_EXPOSURE; PRIVILEGE_ESCALATION,Execution:T1059; Initial Access:T1190; Privilege Escalation:T1078,Reduce function privileges to minimum required. Add authentication. Consider using API Gateway with authorization.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
serverless-unauth-privileged,Publicly exposed serverless with high privileges can be invoked by unauthenticated users,cerebro,policies/cerebro/serverless-unauth-privileged.yaml,active,critical,cerebro,serverless::function,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-2; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.3; PCI DSS v4.0.1 8.4; SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.6,CIS Controls v8 12 Network Infrastructure Management; CIS Controls v8 13 Network Monitoring and Defense; CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 1 Network Security Controls; PCI DSS v4.0.1 7 Need-to-Know Access; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 CC6 Logical and Physical Access,authentication; privileged; public-exposure; serverless; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; authentication; cel; cerebro; evidence:attack_path_context; policy; privileged; public-exposure; serverless; wiz,EXTERNAL_EXPOSURE; IDENTITY_RISK; PRIVILEGE_ESCALATION,Execution:T1059; Initial Access:T1190; Privilege Escalation:T1078,Add authentication. Reduce function privileges. Use API Gateway with authorization.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
serverless-unauthenticated-invocation,Publicly exposed serverless with high privileges can be invoked by unauthenticated users,cerebro,policies/cerebro/serverless-unauthenticated.yaml,active,high,cerebro,gcp::cloudfunctions::function,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; SOC 2,CIS Controls v8 12; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.6,CIS Controls v8 12 Network Infrastructure Management; CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SC System and Communications Protection; SOC 2 CC6 Logical and Physical Access,authentication; cloudfunctions; gcp; public-access; security; serverless,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; authentication; cel; cerebro; cloudfunctions; evidence:attack_path_context; gcp; policy; public-access; security; serverless,EXTERNAL_EXPOSURE; UNPROTECTED_PRINCIPAL,Execution:T1648; Initial Access:T1190,1. Enable IAM-based authentication for the function. 2. Restrict ingress to internal traffic only. 3. Create dedicated service account with minimal permissions. 4. Use VPC connectors for private access.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
sf-close-date-slip,Close Date Pushed More Than Twice,salesforce,policies/salesforce/sf-close-date-slip.yaml,active,medium,salesforce,salesforce::opportunity,,policy,cel,revenue_process_control,examine; interview,Cerebro Revenue Operations,Cerebro Revenue Operations REV-6,Cerebro Revenue Operations REV Revenue Operations Controls,forecasting; pipeline-hygiene; salesforce,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; policy; salesforce,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; forecasting; pipeline-hygiene; policy; salesforce,,,,Customer or opportunity management evidence may indicate an unmanaged business control gap.,"Update the opportunity or account record, confirm owner action, and retain review evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
sf-stale-enterprise-opp,Stale Enterprise Opportunity,salesforce,policies/salesforce/sf-stale-enterprise-opp.yaml,active,high,salesforce,salesforce::opportunity,,policy,cel,revenue_process_control,examine; interview,Cerebro Revenue Operations,Cerebro Revenue Operations REV-1; Cerebro Revenue Operations REV-5,Cerebro Revenue Operations REV Revenue Operations Controls,pipeline-hygiene; revenue; salesforce,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; policy; salesforce,assessment:examine; assessment:interview; cel; evidence:revenue_process_control; pipeline-hygiene; policy; revenue; salesforce,,,,Customer or opportunity management evidence may indicate an unmanaged business control gap.,"Update the opportunity or account record, confirm owner action, and retain review evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
slack-admin-without-sso,Slack Admin Without Sso,slack,policies/slack/slack-admin-without-sso.yaml,active,high,slack,slack::user,,policy,cel,resource_state,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18; ISO 27001:2022 A.8.12; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AU-2; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1,ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 AU Audit and Accountability; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations,admin; generated; slack; sso,assessment:examine; assessment:test; cel; evidence:resource_state; policy; slack,admin; assessment:examine; assessment:test; cel; evidence:resource_state; generated; policy; slack; sso,ACCESS_CONTROL; DATA_EXPOSURE,,"Restore admin without sso controls to the approved state, capture owner approval, and retain evidence from the authoritative system.",The mapped control may not be operating effectively for the assessment period.,"Restore the assessed subject to the expected control state, preserve remediation evidence, and document any accepted risk or compensating control.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
slack-app-bot-token-unreviewed,Slack App Bot Token Unreviewed,slack,policies/slack/slack-app-bot-token-unreviewed.yaml,active,medium,slack,slack::app,,policy,cel,resource_state,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18; ISO 27001:2022 A.8.12; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AU-2; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1,ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 AU Audit and Accountability; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations,app; bot-token; generated; slack,assessment:examine; assessment:test; cel; evidence:resource_state; policy; slack,app; assessment:examine; assessment:test; bot-token; cel; evidence:resource_state; generated; policy; slack,ACCESS_CONTROL; DATA_EXPOSURE,,"Restore app bot token unreviewed controls to the approved state, capture owner approval, and retain evidence from the authoritative system.",The mapped control may not be operating effectively for the assessment period.,"Restore the assessed subject to the expected control state, preserve remediation evidence, and document any accepted risk or compensating control.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
