framework,control_id,control_ref,control_family,related_framework,related_control_id,related_control_ref,related_control_family,relationship,evidence_use,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,rationale
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-container-vuln-low,GCP Container Low Vulnerabilities Addressed,policy,policy,event,low,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-container-vuln-medium,GCP Container Medium Vulnerabilities Addressed,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-gke-auto-upgrade,GKE Node Pool Auto-Upgrade Enabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-gke-binary-authorization-disabled,GCP Gke Binary Authorization Disabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-gke-master-authorized-networks-disabled,GCP Gke Master Authorized Networks Disabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-gke-workload-identity-disabled,GCP Gke Workload Identity Disabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-kms-key-rotation-period-too-long,GCP KMS Key Rotation Period Too Long,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-logging-sink-missing-security,GCP Logging Sink Missing Security,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-organization-policy-disable-service-account-key-creation,GCP Organization Policy Disable Service Account Key Creation,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-organization-policy-restrict-public-ip-cloudsql,GCP Organization Policy Restrict Public Ip Cloudsql,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-organization-policy-restrict-vm-external-ip,GCP Organization Policy Restrict Vm External Ip,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-organization-policy-uniform-bucket-level-access,GCP Organization Policy Uniform Bucket Level Access,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-project-audit-logs-data-access,GCP Project Audit Logs Data Access,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-project-essential-contacts-security,GCP Project Essential Contacts Security,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-scc-event-threat-detection-enabled,GCP SCC Event Threat Detection Enabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-scc-security-health-analytics-enabled,GCP SCC Security Health Analytics Enabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-secret-manager-secret-public,GCP Secret Manager Secret Public,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-secret-manager-secret-unreplicated,GCP Secret Manager Secret Unreplicated,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcp-vpc-flow-logs-disabled,GCP Vpc Flow Logs Disabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,gcr-unscanned,GCP container registry contains an unscanned image that is used by a container,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-actions-artifact-attestation-missing,Github Actions Artifact Attestation Missing,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-actions-oidc-subject-too-broad,Github Actions Oidc Subject Too Broad,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-branch-requires-linear-history,Github Branch Requires Linear History,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-branch-requires-signed-commits,Github Branch Requires Signed Commits,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-code-scanning-critical,GitHub Code Scanning Critical Alert,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-codeowners-missing,Github Codeowners Missing,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-dependabot-critical-alert,GitHub Critical Dependabot Alert,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-dependabot-high-alert,GitHub High Dependabot Alert,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-dependabot-open-alert,GitHub Dependabot Open Alert,github,github,event,dynamic,open,test,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-dependabot-security-updates-disabled,Github Dependabot Security Updates Disabled,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-repo-webhook-insecure-ssl,Github Repo Webhook Insecure Ssl,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-ruleset-bypass-unrestricted,Github Ruleset Bypass Unrestricted,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-ruleset-required,Github Ruleset Required,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-actions-read,GitHub App Installation All Repos Actions Read,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-actions-write,GitHub App Installation All Repos Actions Write,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-administration-write,GitHub App Installation All Repos Administration Write,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-checks-read,GitHub App Installation All Repos Checks Read,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-checks-write,GitHub App Installation All Repos Checks Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-contents-read,GitHub App Installation All Repos Contents Read,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-contents-write,GitHub App Installation All Repos Contents Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-deployments-read,GitHub App Installation All Repos Deployments Read,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-deployments-write,GitHub App Installation All Repos Deployments Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-environments-read,GitHub App Installation All Repos Environments Read,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-environments-write,GitHub App Installation All Repos Environments Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-check-run,GitHub App Installation All Repos Event Check Run,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-check-suite,GitHub App Installation All Repos Event Check Suite,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-code-scanning-alert,GitHub App Installation All Repos Event Code Scanning Alert,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-create,GitHub App Installation All Repos Event Create,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-delete,GitHub App Installation All Repos Event Delete,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-deployment,GitHub App Installation All Repos Event Deployment,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-deployment-status,GitHub App Installation All Repos Event Deployment Status,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-member,GitHub App Installation All Repos Event Member,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-membership,GitHub App Installation All Repos Event Membership,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-organization,GitHub App Installation All Repos Event Organization,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-repository,GitHub App Installation All Repos Event Repository,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-secret-scanning-alert,GitHub App Installation All Repos Event Secret Scanning Alert,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-workflow-job,GitHub App Installation All Repos Event Workflow Job,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-event-workflow-run,GitHub App Installation All Repos Event Workflow Run,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-issues-write,GitHub App Installation All Repos Issues Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-members-write,GitHub App Installation All Repos Members Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-organization-administration-write,GitHub App Installation All Repos Organization Administration Write,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-organization-hooks-write,GitHub App Installation All Repos Organization Hooks Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-organization-packages-write,GitHub App Installation All Repos Organization Packages Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-organization-secrets-read,GitHub App Installation All Repos Organization Secrets Read,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-organization-secrets-write,GitHub App Installation All Repos Organization Secrets Write,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-organization-self-hosted-runners-write,GitHub App Installation All Repos Organization Self Hosted Runners Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-packages-write,GitHub App Installation All Repos Packages Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-pull-requests-write,GitHub App Installation All Repos Pull Requests Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-repository-hooks-write,GitHub App Installation All Repos Repository Hooks Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-secret-scanning-alerts-read,GitHub App Installation All Repos Secret Scanning Alerts Read,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-secret-scanning-alerts-write,GitHub App Installation All Repos Secret Scanning Alerts Write,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-secrets-read,GitHub App Installation All Repos Secrets Read,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-secrets-write,GitHub App Installation All Repos Secrets Write,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-security-events-read,GitHub App Installation All Repos Security Events Read,policy,policy,event,high,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-security-events-write,GitHub App Installation All Repos Security Events Write,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-workflows-read,GitHub App Installation All Repos Workflows Read,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-app-installation-all-repos-workflows-write,GitHub App Installation All Repos Workflows Write,policy,policy,event,critical,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,SOC 2,CC7.3,SOC 2 CC7.3,SOC 2 CC7 System Operations,evidence_dependency,review_hint,github-secops-audit-org-integration-installed,GitHub Audit Integration Installation Created,policy,policy,event,medium,active,candidate,Detection evidence is stronger when the response or escalation path for the same signal can also be reviewed.
