framework,control_id,control_ref,control_family,control_match_source,mapping_confidence,mapping_rationale,source_coverage_refs,finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_alerts; github/code_security_controls; github/remediation_state; github/repositories,github-secops-dependabot-terraform-high-dismissed,GitHub Dependabot Terraform High Alert Dismissed,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_alerts; github/code_security_controls; github/remediation_state; github/repositories,github-secops-dependabot-terraform-high-open,GitHub Dependabot Terraform High Alert Open,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_alerts; github/code_security_controls; github/remediation_state; github/repositories,github-secops-dependabot-terraform-low-open,GitHub Dependabot Terraform Low Alert Open,policy,policy,event,low,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_alerts; github/code_security_controls; github/remediation_state; github/repositories,github-secops-dependabot-terraform-medium-open,GitHub Dependabot Terraform Medium Alert Open,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_alerts; github/code_security_controls; github/remediation_state; github/repositories,github-vuln-low,GitHub Repo Low Vulnerabilities Addressed,policy,policy,event,low,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_alerts; github/code_security_controls; github/remediation_state; github/repositories,github-vuln-medium,GitHub Repo Medium Vulnerabilities Addressed,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls,github-secops-audit-org-secret-scanning-org-disabled,GitHub Audit Organization Secret Scanning Disabled,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-actions-artifact-attestation-missing,Github Actions Artifact Attestation Missing,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-actions-oidc-subject-too-broad,Github Actions Oidc Subject Too Broad,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-branch-requires-linear-history,Github Branch Requires Linear History,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-branch-requires-signed-commits,Github Branch Requires Signed Commits,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-code-scanning-critical,GitHub Code Scanning Critical Alert,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-codeowners-missing,Github Codeowners Missing,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-dependabot-security-updates-disabled,Github Dependabot Security Updates Disabled,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-repo-webhook-insecure-ssl,Github Repo Webhook Insecure Ssl,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-ruleset-bypass-unrestricted,Github Ruleset Bypass Unrestricted,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-ruleset-required,Github Ruleset Required,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-app-installation-all-repos-secret-scanning-alerts-read,GitHub App Installation All Repos Secret Scanning Alerts Read,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-app-installation-all-repos-secret-scanning-alerts-write,GitHub App Installation All Repos Secret Scanning Alerts Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-audit-repo-code-security-disabled,GitHub Audit Code Security Disabled,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-audit-repo-dependabot-alerts-disabled,GitHub Audit Dependabot Alerts Disabled,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-audit-repo-secret-scanning-disabled-audit,GitHub Audit Repository Secret Scanning Disabled,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-audit-repo-vulnerability-alerts-disabled,GitHub Audit Repository Vulnerability Alerts Disabled,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal All,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal All,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal All,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Fork,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Fork,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal Fork,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Primary,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Primary,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-internal-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal Primary,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private All,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private All,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Private All,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Fork,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private Fork,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Private Fork,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Primary,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private Primary,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-private-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Private Primary,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public All,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public All,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Public All,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Fork,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Fork,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Public Fork,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Primary,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Primary,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secops-repo-public-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Public Primary,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/code_security_controls; github/repositories,github-secret-push-protection-disabled,Github Secret Push Protection Disabled,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/remediation_state; github/repositories,github-secops-pull-request-closed-tracked,GitHub Closed Pull Request Requires Review Evidence Tracked,policy,policy,event,low,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/remediation_state; github/repositories,github-secops-pull-request-open-tracked,GitHub Open Pull Request Tracked,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-actions-read,GitHub App Installation All Repos Actions Read,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-actions-write,GitHub App Installation All Repos Actions Write,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-administration-write,GitHub App Installation All Repos Administration Write,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-checks-read,GitHub App Installation All Repos Checks Read,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-checks-write,GitHub App Installation All Repos Checks Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-contents-read,GitHub App Installation All Repos Contents Read,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-contents-write,GitHub App Installation All Repos Contents Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-deployments-read,GitHub App Installation All Repos Deployments Read,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-deployments-write,GitHub App Installation All Repos Deployments Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-environments-read,GitHub App Installation All Repos Environments Read,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-environments-write,GitHub App Installation All Repos Environments Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-check-run,GitHub App Installation All Repos Event Check Run,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-check-suite,GitHub App Installation All Repos Event Check Suite,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-code-scanning-alert,GitHub App Installation All Repos Event Code Scanning Alert,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-create,GitHub App Installation All Repos Event Create,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-delete,GitHub App Installation All Repos Event Delete,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-deployment,GitHub App Installation All Repos Event Deployment,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-deployment-status,GitHub App Installation All Repos Event Deployment Status,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-member,GitHub App Installation All Repos Event Member,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-membership,GitHub App Installation All Repos Event Membership,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-organization,GitHub App Installation All Repos Event Organization,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-repository,GitHub App Installation All Repos Event Repository,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-workflow-job,GitHub App Installation All Repos Event Workflow Job,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-event-workflow-run,GitHub App Installation All Repos Event Workflow Run,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-issues-write,GitHub App Installation All Repos Issues Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-members-write,GitHub App Installation All Repos Members Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-organization-administration-write,GitHub App Installation All Repos Organization Administration Write,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-organization-hooks-write,GitHub App Installation All Repos Organization Hooks Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-organization-packages-write,GitHub App Installation All Repos Organization Packages Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-organization-secrets-read,GitHub App Installation All Repos Organization Secrets Read,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-organization-secrets-write,GitHub App Installation All Repos Organization Secrets Write,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-organization-self-hosted-runners-write,GitHub App Installation All Repos Organization Self Hosted Runners Write,policy,policy,event,high,active,candidate
