finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity,resolved_audit_domain,audit_language_source,evidence_type,assessment_methods,control_ref_count,source_matched_control_ref_count,source_backed_control_ref_count,control_refs_without_source_match_count,control_refs_without_source_match,source_coverage_ref_count,source_coverage_support_levels,source_coverage_high_value_count,compliance_evidence_status,review_flags
identity-sailpoint-deprovision,SailPoint Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,9,1,1,8,CIS Controls v8 5; CIS Controls v8 6; ISO 27001:2022 A.5.11; ISO 27001:2022 A.6.5; NIST 800-53 r5 AC-2; NIST 800-53 r5 PS-4; PCI DSS v4.0.1 8.1.3; SOC 2 CC6.3,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sailpoint-duplicate-email,Sailpoint Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sailpoint-duplicate-group-name,Sailpoint Duplicate Group Names,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-sailpoint-duplicate-membership-assignment,SailPoint Duplicate Membership Assignments,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-sailpoint-duplicate-username,SailPoint Duplicate Usernames,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sailpoint-empty-groups,Sailpoint Empty Access Groups,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-sailpoint-group-description-missing,Sailpoint Groups Missing Description,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-sailpoint-membership-inactive-user,SailPoint Memberships With Inactive Users,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sailpoint-membership-personal-email-domain,SailPoint Memberships Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-sailpoint-missing-email,Sailpoint Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sailpoint-orphaned-membership-group,Sailpoint Memberships With Missing Groups,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-sailpoint-orphaned-membership-user,Sailpoint Group Memberships With Missing Users,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sailpoint-personal-email-domain,Sailpoint Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sailpoint-terminated-active-account,Sailpoint Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-active-no-employee-record,Salesforce Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-duplicate-email,Salesforce Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-duplicate-username,Salesforce Duplicate Usernames,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-missing-email,Salesforce Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-personal-email-domain,Salesforce Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-privileged-personal-email,Salesforce Privileged Accounts on Personal Email Domains,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-privileged-recently-created-7d,Salesforce Newly Created Privileged Accounts,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-salesforce-terminated-active-account,Salesforce Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-active-no-employee-record,Saviynt Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-deprovision,Saviynt Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,9,1,1,8,CIS Controls v8 5; CIS Controls v8 6; ISO 27001:2022 A.5.11; ISO 27001:2022 A.6.5; NIST 800-53 r5 AC-2; NIST 800-53 r5 PS-4; PCI DSS v4.0.1 8.1.3; SOC 2 CC6.3,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-duplicate-email,Saviynt Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-duplicate-group-name,Saviynt Duplicate Group Names,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-saviynt-duplicate-membership-assignment,Saviynt Duplicate Membership Assignments,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-saviynt-duplicate-username,Saviynt Duplicate Usernames,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-empty-groups,Saviynt Empty Access Groups,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-saviynt-group-description-missing,Saviynt Groups Missing Description,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-saviynt-membership-inactive-user,Saviynt Memberships With Inactive Users,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-membership-personal-email-domain,Saviynt Memberships Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-saviynt-missing-email,Saviynt Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-orphaned-membership-group,Saviynt Memberships With Missing Groups,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-saviynt-orphaned-membership-user,Saviynt Group Memberships With Missing Users,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-personal-email-domain,Saviynt Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-saviynt-terminated-active-account,Saviynt Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-scim-deprovisioning-disabled,Identity Scim Deprovisioning Disabled,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine; test,9,0,0,9,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 IA-2; SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-service-account-owner-missing,Identity Service Account Owner Missing,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine; test,9,0,0,9,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 IA-2; SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-servicenow-active-no-employee-record,Servicenow Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-duplicate-email,Servicenow Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-duplicate-group-name,Servicenow Duplicate Group Names,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-servicenow-duplicate-membership-assignment,Servicenow Duplicate Membership Assignments,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-servicenow-duplicate-username,Servicenow Duplicate Usernames,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-empty-groups,Servicenow Empty Access Groups,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-servicenow-group-description-missing,Servicenow Groups Missing Description,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-servicenow-membership-inactive-user,Servicenow Memberships With Inactive Users,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-missing-email,Servicenow Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-never-logged-in-30d,Servicenow Accounts Never Used After Provisioning,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-never-logged-in-90d,Servicenow Accounts Never Used (90 days),policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-orphaned-membership-group,Servicenow Memberships With Missing Groups,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-servicenow-orphaned-membership-user,Servicenow Group Memberships With Missing Users,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-personal-email-domain,Servicenow Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-stale-login-180d,Servicenow Stale Active Accounts (180 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-stale-login-365d,Servicenow Stale Active Accounts (365 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-stale-login-90d,Servicenow Stale Active Accounts (90 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-servicenow-terminated-active-account,Servicenow Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-session-lifetime-too-long-admin,Identity Session Lifetime Too Long Admin,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine; test,9,0,0,9,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 IA-2; SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-slack-active-no-employee-record,Slack Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-slack-deprovision,Slack Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,9,1,1,8,CIS Controls v8 5; CIS Controls v8 6; ISO 27001:2022 A.5.11; ISO 27001:2022 A.6.5; NIST 800-53 r5 AC-2; NIST 800-53 r5 PS-4; PCI DSS v4.0.1 8.1.3; SOC 2 CC6.3,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-slack-duplicate-email,Slack Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-slack-mfa-missing-active,Slack Active Accounts Without MFA,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-slack-missing-email,Slack Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-slack-personal-email-domain,Slack Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-slack-privileged-no-mfa,Slack Privileged Accounts Without MFA,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-slack-privileged-personal-email,Slack Privileged Accounts on Personal Email Domains,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-slack-terminated-active-account,Slack Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-splunk-active-no-employee-record,Splunk Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-splunk-duplicate-email,Splunk Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-splunk-missing-email,Splunk Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-splunk-personal-email-domain,Splunk Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-splunk-terminated-active-account,Splunk Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-sso-required-for-saas-admins,Identity Sso Required For Saas Admins,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine; test,9,0,0,9,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 IA-2; SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-stale-accounts-disabled,Stale User Accounts Disabled,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine; test,4,2,2,2,CIS Controls v8 5.3; NIST 800-53 r5 AC-2,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-stale-privileged-account,Identity Stale Privileged Account,identity,identity,event,medium,open,test,identity,yaml:domain:identity; yaml:evidence_mode:event,identity_governance,examine; test,2,1,1,1,ISO 27001:2022 A.5.16,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-active-no-employee-record,Tailscale Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-deprovision,Tailscale Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,19,2,2,17,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; ISO 27001:2022 A.5.11; ISO 27001:2022 A.6.5; ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.22; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-4; NIST 800-53 r5 PS-4; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 8.1.3; SOC 2 CC6.3; SOC 2 CC6.6,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-duplicate-email,Tailscale Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-duplicate-username,Tailscale Duplicate Usernames,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-missing-email,Tailscale Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-never-logged-in-30d,Tailscale Accounts Never Used After Provisioning,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-never-logged-in-90d,Tailscale Accounts Never Used (90 days),policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-personal-email-domain,Tailscale Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-privileged-personal-email,Tailscale Privileged Accounts on Personal Email Domains,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-privileged-recently-created-7d,Tailscale Newly Created Privileged Accounts,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-privileged-stale-login-30d,Tailscale Privileged Accounts Stale (30 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-stale-login-180d,Tailscale Stale Active Accounts (180 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-stale-login-365d,Tailscale Stale Active Accounts (365 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-stale-login-90d,Tailscale Stale Active Accounts (90 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-tailscale-terminated-active-account,Tailscale Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,2,supported,2,partial_source_backed,partial_source_backed_control_refs
identity-vanta-active-no-employee-record,Vanta Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-duplicate-email,Vanta Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-missing-email,Vanta Active Accounts Missing Email,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-personal-email-domain,Vanta Accounts Using Personal Email Domains,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-privileged-personal-email,Vanta Privileged Accounts on Personal Email Domains,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-privileged-stale-login-30d,Vanta Privileged Accounts Stale (30 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-stale-login-180d,Vanta Stale Active Accounts (180 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-stale-login-365d,Vanta Stale Active Accounts (365 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-stale-login-90d,Vanta Stale Active Accounts (90 days),policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-vanta-terminated-active-account,Vanta Terminated Accounts Still Active,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-workday-active-no-employee-record,Workday Active Accounts Without Employee Record,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-workday-duplicate-email,Workday Duplicate Account Emails,policy,policy,event,high,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
identity-workday-duplicate-group-name,Workday Duplicate Group Names,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-workday-duplicate-membership-assignment,Workday Duplicate Membership Assignments,policy,policy,event,low,active,candidate,identity,catalog,identity_governance,examine,2,0,0,2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
identity-workday-duplicate-username,Workday Duplicate Usernames,policy,policy,event,medium,active,candidate,identity,catalog,identity_governance,examine,2,1,1,1,ISO 27001:2022 A.5.17,1,supported,1,partial_source_backed,partial_source_backed_control_refs
