framework,area_id,area_name,evidence_use,area_control_refs,matched_control_refs,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,purpose
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-external-or-personal-group-member,Identity External Or Personal Group Member,identity,identity,event,medium,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-mfa-factor-reset-or-disabled,Identity MFA Factor Reset Or Disabled,identity,identity,event,high,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-admin-privilege-grant-events-30d,Okta Admin Privilege Grant Events (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-app-access-without-assignment,Okta App Access Without Assignment,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-deprovisioned-active-in-github,Deprovisioned Okta Identity Still Active In GitHub,identity,okta,graph,critical,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-external-user-internal-app,External-Domain User Assigned Internal Okta App,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-idp-lifecycle-changes-30d,Okta Identity Provider Lifecycle Changes (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-network-zone-deactivation-30d,Okta Network Zone Deactivation (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-network-zone-delete-events-30d,Okta Network Zone Deletion Events (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-network-zone-modify-events-30d,Okta Network Zone Modification Events (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-org2org-lifecycle-change-30d,Okta Org2Org Application Lifecycle Change (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-policy-lifecycle-tampering-30d,Okta Policy Lifecycle Tampering (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-policy-rule-lifecycle-tampering,Okta Policy Rule Lifecycle Tampering,identity,okta,event,high,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-policy-rule-lifecycle-tampering-30d,Okta Policy Rule Lifecycle Tampering (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-okta-support-session-impersonation-30d,Okta Support Session Impersonation Events (30 days),policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-privileged-account-without-mfa,Identity Privileged Account Without MFA,identity,identity,event,high,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-privileged-no-mfa-plus-sensitive-access,Identity Privileged No-MFA Account With Sensitive Access,identity,identity,graph,high,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-stale-accounts-disabled,Stale User Accounts Disabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,identity-stale-privileged-account,Identity Stale Privileged Account,identity,identity,event,medium,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-cluster-admin-wildcard,Kubernetes ClusterRole with Wildcard Permissions,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-pod-create,User/service accounts with the privileges to create pods,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-pod-no-privileged,K8s Pod No Privileged Containers,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-rbac-cluster-admin-used,User/ServiceAccount Assigned cluster-admin,policy,policy,event,low,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-rbac-high-risk-binding,Kubernetes High-Risk RBAC Binding,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-rbac-medium-risk-binding,Kubernetes Medium-Risk RBAC Binding,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-rbac-pod-create-privileges,User/ServiceAccount Can Create Pods,policy,policy,event,low,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-rbac-wildcard-permissions-assigned,User/ServiceAccount Bound to Wildcard RBAC Permissions,policy,policy,event,low,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-role-wildcard-permissions,Kubernetes Role with Wildcard Permissions,policy,policy,event,low,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,k8s-wildcard-permissions,Kubernetes role/cluster role assigned permissions that contain wildcards,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,log4shell-privileged,VM/serverless with high privileges vulnerable to CVE-2021-44228 (Log4Shell),policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,m365-global-admin-count,Excessive Global Administrators,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,m365-guest-access-review,M365 Guest Users Without Recent Access Review,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,m365-inactive-admin,Microsoft 365 Inactive Admin Account,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,m365-inactive-users,M365 Inactive User Accounts,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,m365-privileged-roles-pim,Privileged Roles Without PIM Controls,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,m365-stale-service-principal,M365 Stale Service Principals,policy,policy,event,low,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,notebook-excessive-agency,Notebook with excessive agency,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,okta-admin-dormant,Okta Dormant Admin Account,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,sa-external-principal-assume,Service account with high privileges can be assumed by external principal,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,sa-inactive-assigned,Service account with high privileges is inactive for over 90 days and assigned to a resource,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,sa-inactive-privileged,Service account with high privileges is inactive for over 90 days,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,sa-lateral-admin,Service account with lateral movement to admin in another account,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,terraform-cloud-no-team-access-control,Terraform Cloud Workspace Without Team Access Control,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,third-party-sa-admin,Third party service account with admin privileges,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,third-party-sa-privileged,Third party service account with high privileges,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,unknown-account-trusted,Unknown AWS account with trusted access to non-admin IAM role,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,user-excessive-admin,User account with excessive admin privileges,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,user-excessive-data-priv,User account with excessive data privileges,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,user-excessive-high-priv,User account with excessive high privileges,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,user-lateral-admin,User account with lateral movement to admin in another account,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2,vm-dormant-sa,VM using a service account with high privileges that is inactive for over 90 days,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-account-deprovision,Terminated User Accounts Deprovisioned,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-cyberark-deprovision,CyberArk Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-duo-deprovision,Duo Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-forgerock-deprovision,ForgeRock Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-github-deprovision,GitHub Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-jumpcloud-deprovision,JumpCloud Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-offboarding-sla,Offboarding Completed Within SLA,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-office365-deprovision,Office 365 Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-okta-suspended-user-active-assignment,Okta Suspended User Has Active App Assignment,policy,okta,graph,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-okta-suspended-user-active-group-membership,Okta Suspended User Remains in Access Group,policy,okta,graph,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-oracle-idcs-deprovision,Oracle IDCS Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-pingidentity-deprovision,PingIdentity Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-sailpoint-deprovision,SailPoint Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-saviynt-deprovision,Saviynt Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,identity-slack-deprovision,Slack Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3,m365-terminated-users-active,M365 Accounts Disabled on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6,identity-tailscale-deprovision,Tailscale Accounts Deprovisioned on Termination,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.6,aws-apigateway-public,API Gateway Publicly Accessible,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.6,aws-bedrock-custom-model-public,AWS Bedrock Custom Model Public Access,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.6,aws-codebuild-public-logs,AWS CodeBuild Public Build Logs,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.2; SOC 2 CC6.6,aws-ec2-ami-not-public,EC2 AMI Not Public,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
