framework,control_id,control_ref,control_family,coverage_status,coverage_lane,gap_type,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_count,review_context_count,next_action
pcidssv401,10.4,pcidssv401 10.4,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,10.5,pcidssv401 10.5,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,10.6,pcidssv401 10.6,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,10.7,pcidssv401 10.7,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,11.1,pcidssv401 11.1,PCI DSS v4.0.1 11 Security Testing,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,11.2,pcidssv401 11.2,PCI DSS v4.0.1 11 Security Testing,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,11.3,pcidssv401 11.3,PCI DSS v4.0.1 11 Security Testing,direct_source_backed,direct,none,49,3,3,0,1,Maintain evidence collection and sampling.
pcidssv401,11.4,pcidssv401 11.4,PCI DSS v4.0.1 11 Security Testing,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,11.5,pcidssv401 11.5,PCI DSS v4.0.1 11 Security Testing,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,11.6,pcidssv401 11.6,PCI DSS v4.0.1 11 Security Testing,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,12.1,pcidssv401 12.1,PCI DSS v4.0.1 12 Security Program,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,12.10,pcidssv401 12.10,PCI DSS v4.0.1 12 Security Program,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,12.10.1,pcidssv401 12.10.1,PCI DSS v4.0.1 12 Security Program,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,12.2,pcidssv401 12.2,PCI DSS v4.0.1 12 Security Program,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,12.3,pcidssv401 12.3,PCI DSS v4.0.1 12 Security Program,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,12.4,pcidssv401 12.4,PCI DSS v4.0.1 12 Security Program,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,12.5,pcidssv401 12.5,PCI DSS v4.0.1 12 Security Program,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,12.6,pcidssv401 12.6,PCI DSS v4.0.1 12 Security Program,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
pcidssv401,12.7,pcidssv401 12.7,PCI DSS v4.0.1 12 Security Program,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
pcidssv401,12.8,pcidssv401 12.8,PCI DSS v4.0.1 12 Security Program,direct_control_only,direct,missing_source_backing,2,0,0,0,0,Add source capability or evidence requirements for mapped findings.
pcidssv401,12.9,pcidssv401 12.9,PCI DSS v4.0.1 12 Security Program,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,2.1,pcidssv401 2.1,PCI DSS v4.0.1 2 Secure Configurations,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,2.2,pcidssv401 2.2,PCI DSS v4.0.1 2 Secure Configurations,direct_control_only,direct,missing_source_backing,6,0,0,0,0,Add source capability or evidence requirements for mapped findings.
pcidssv401,2.3,pcidssv401 2.3,PCI DSS v4.0.1 2 Secure Configurations,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,3.1,pcidssv401 3.1,PCI DSS v4.0.1 3 Account Data Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,3.2,pcidssv401 3.2,PCI DSS v4.0.1 3 Account Data Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,3.3,pcidssv401 3.3,PCI DSS v4.0.1 3 Account Data Protection,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
pcidssv401,3.4,pcidssv401 3.4,PCI DSS v4.0.1 3 Account Data Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,3.5,pcidssv401 3.5,PCI DSS v4.0.1 3 Account Data Protection,direct_source_backed,direct,none,107,8,8,0,2,Maintain evidence collection and sampling.
pcidssv401,3.5.1,pcidssv401 3.5.1,PCI DSS v4.0.1 3 Account Data Protection,direct_control_only,direct,missing_source_backing,5,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,3.6,pcidssv401 3.6,PCI DSS v4.0.1 3 Account Data Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,3.7,pcidssv401 3.7,PCI DSS v4.0.1 3 Account Data Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,4.1,pcidssv401 4.1,PCI DSS v4.0.1 4 Transmission Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,4.2,pcidssv401 4.2,PCI DSS v4.0.1 4 Transmission Protection,direct_control_only,direct,missing_source_backing,44,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,4.2.1,pcidssv401 4.2.1,PCI DSS v4.0.1 4 Transmission Protection,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,5.1,pcidssv401 5.1,PCI DSS v4.0.1 5 Malware Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,5.2,pcidssv401 5.2,PCI DSS v4.0.1 5 Malware Protection,direct_control_only,direct,missing_source_backing,7,0,0,0,0,Add source capability or evidence requirements for mapped findings.
pcidssv401,5.3,pcidssv401 5.3,PCI DSS v4.0.1 5 Malware Protection,direct_control_only,direct,missing_source_backing,7,0,0,0,0,Add source capability or evidence requirements for mapped findings.
pcidssv401,5.4,pcidssv401 5.4,PCI DSS v4.0.1 5 Malware Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,6.1,pcidssv401 6.1,PCI DSS v4.0.1 6 Secure Systems and Software,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,6.2,pcidssv401 6.2,PCI DSS v4.0.1 6 Secure Systems and Software,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,6.3,pcidssv401 6.3,PCI DSS v4.0.1 6 Secure Systems and Software,direct_source_backed,direct,none,56,6,6,0,0,Maintain evidence collection and sampling.
pcidssv401,6.4,pcidssv401 6.4,PCI DSS v4.0.1 6 Secure Systems and Software,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,6.5,pcidssv401 6.5,PCI DSS v4.0.1 6 Secure Systems and Software,direct_control_only,direct,missing_source_backing,7,0,0,0,0,Add source capability or evidence requirements for mapped findings.
pcidssv401,7.1,pcidssv401 7.1,PCI DSS v4.0.1 7 Need-to-Know Access,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,7.2,pcidssv401 7.2,PCI DSS v4.0.1 7 Need-to-Know Access,direct_source_backed,direct,none,197,20,20,0,1,Maintain evidence collection and sampling.
pcidssv401,7.3,pcidssv401 7.3,PCI DSS v4.0.1 7 Need-to-Know Access,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,8.1,pcidssv401 8.1,PCI DSS v4.0.1 8 Identity and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,8.1.3,pcidssv401 8.1.3,PCI DSS v4.0.1 8 Identity and Authentication,direct_control_only,direct,missing_source_backing,14,0,0,0,1,Add source capability or evidence requirements for mapped findings.
pcidssv401,8.2,pcidssv401 8.2,PCI DSS v4.0.1 8 Identity and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,8.3,pcidssv401 8.3,PCI DSS v4.0.1 8 Identity and Authentication,direct_source_backed,direct,none,41,5,5,0,3,Maintain evidence collection and sampling.
pcidssv401,8.3.6,pcidssv401 8.3.6,PCI DSS v4.0.1 8 Identity and Authentication,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,8.3.7,pcidssv401 8.3.7,PCI DSS v4.0.1 8 Identity and Authentication,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,8.4,pcidssv401 8.4,PCI DSS v4.0.1 8 Identity and Authentication,direct_control_only,direct,missing_source_backing,41,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,8.4.2,pcidssv401 8.4.2,PCI DSS v4.0.1 8 Identity and Authentication,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
pcidssv401,8.5,pcidssv401 8.5,PCI DSS v4.0.1 8 Identity and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,8.6,pcidssv401 8.6,PCI DSS v4.0.1 8 Identity and Authentication,direct_control_only,direct,missing_source_backing,73,0,0,0,1,Add source capability or evidence requirements for mapped findings.
pcidssv401,9.1,pcidssv401 9.1,PCI DSS v4.0.1 9 Physical Access,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,9.2,pcidssv401 9.2,PCI DSS v4.0.1 9 Physical Access,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,9.3,pcidssv401 9.3,PCI DSS v4.0.1 9 Physical Access,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,9.4,pcidssv401 9.4,PCI DSS v4.0.1 9 Physical Access,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,9.5,pcidssv401 9.5,PCI DSS v4.0.1 9 Physical Access,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,APPENDIXA-1.1,pcidssv401 APPENDIXA-1.1,PCI DSS v4.0.1 Appendix Appendix Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,APPENDIXA-1.2,pcidssv401 APPENDIXA-1.2,PCI DSS v4.0.1 Appendix Appendix Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcidssv401,APPENDIXA2.1,pcidssv401 APPENDIXA2.1,PCI DSS v4.0.1 Appendix Appendix Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.1,pcisaqdsp 1.1.1,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.2.A,pcisaqdsp 1.1.2.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.2.B,pcisaqdsp 1.1.2.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.3.A,pcisaqdsp 1.1.3.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.3.B,pcisaqdsp 1.1.3.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.4.A,pcisaqdsp 1.1.4.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.4.B,pcisaqdsp 1.1.4.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.5,pcisaqdsp 1.1.5,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.6.A,pcisaqdsp 1.1.6.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.6.B,pcisaqdsp 1.1.6.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.7.A,pcisaqdsp 1.1.7.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.1.7.B,pcisaqdsp 1.1.7.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.2.1.A,pcisaqdsp 1.2.1.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.2.1.B,pcisaqdsp 1.2.1.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.2.2,pcisaqdsp 1.2.2,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.2.3,pcisaqdsp 1.2.3,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.1,pcisaqdsp 1.3.1,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.2,pcisaqdsp 1.3.2,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.3,pcisaqdsp 1.3.3,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.4,pcisaqdsp 1.3.4,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.5,pcisaqdsp 1.3.5,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.6,pcisaqdsp 1.3.6,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.7.A,pcisaqdsp 1.3.7.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.3.7.B,pcisaqdsp 1.3.7.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.4.A,pcisaqdsp 1.4.A,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.4.B,pcisaqdsp 1.4.B,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,1.5,pcisaqdsp 1.5,PCI SAQ D-SP 1 1 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.1.A,pcisaqdsp 10.1.A,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.1.B,pcisaqdsp 10.1.B,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.2.1,pcisaqdsp 10.2.1,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.2.2,pcisaqdsp 10.2.2,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.2.3,pcisaqdsp 10.2.3,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.2.4,pcisaqdsp 10.2.4,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.2.5,pcisaqdsp 10.2.5,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.2.6,pcisaqdsp 10.2.6,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.2.7,pcisaqdsp 10.2.7,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.3.1,pcisaqdsp 10.3.1,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.3.2,pcisaqdsp 10.3.2,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.3.3,pcisaqdsp 10.3.3,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.3.4,pcisaqdsp 10.3.4,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.3.5,pcisaqdsp 10.3.5,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.3.6,pcisaqdsp 10.3.6,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.4,pcisaqdsp 10.4,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.4.1.A,pcisaqdsp 10.4.1.A,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.4.1.B,pcisaqdsp 10.4.1.B,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.4.1.C,pcisaqdsp 10.4.1.C,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.4.2.A,pcisaqdsp 10.4.2.A,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.4.2.B,pcisaqdsp 10.4.2.B,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.4.3,pcisaqdsp 10.4.3,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.5.1,pcisaqdsp 10.5.1,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.5.2,pcisaqdsp 10.5.2,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.5.3,pcisaqdsp 10.5.3,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.5.4,pcisaqdsp 10.5.4,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.5.5,pcisaqdsp 10.5.5,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.6.1.A,pcisaqdsp 10.6.1.A,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.6.1.B,pcisaqdsp 10.6.1.B,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.6.2.A,pcisaqdsp 10.6.2.A,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.6.2.B,pcisaqdsp 10.6.2.B,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.6.3.A,pcisaqdsp 10.6.3.A,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.6.3.B,pcisaqdsp 10.6.3.B,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.7.A,pcisaqdsp 10.7.A,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.7.B,pcisaqdsp 10.7.B,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
pcisaqdsp,10.7.C,pcisaqdsp 10.7.C,PCI SAQ D-SP 10 10 Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
