framework,control_id,control_ref,control_family,coverage_status,gap_type,candidate_priority,candidate_type,claim_status,suggested_finding_domain,suggested_evidence_type,claim_rule_ids,claim_strengths,sufficiency_rules,coverage_claims,requirement_profiles,requirement_sources,source_capability_refs,review_context_refs,overclaim_guards,adjacent_control_rationales,next_action,framework_version,framework_lifecycle,framework_authority,framework_source_type,framework_source_status,framework_source_url,framework_evidence_model
PCI DSS v4.0,6.3.1,PCI DSS v4.0 6.3.1,PCI DSS v4.0 6 Secure Systems and Software,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,change_management,change_record,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,change-configuration,github; ticketing_system,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,6.4,PCI DSS v4.0 6.4,PCI DSS v4.0 6 Secure Systems and Software,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,change_management,change_record,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,change-configuration,github; ticketing_system,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,6.5,PCI DSS v4.0 6.5,PCI DSS v4.0 6 Secure Systems and Software,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,change_management,change_record,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,change-configuration,github; ticketing_system,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,7.1,PCI DSS v4.0 7.1,PCI DSS v4.0 7 Need-to-Know Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,7.2,PCI DSS v4.0 7.2,PCI DSS v4.0 7 Need-to-Know Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,7.3,PCI DSS v4.0 7.3,PCI DSS v4.0 7 Need-to-Know Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,8.1,PCI DSS v4.0 8.1,PCI DSS v4.0 8 Identity and Authentication,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,8.2,PCI DSS v4.0 8.2,PCI DSS v4.0 8 Identity and Authentication,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,8.3,PCI DSS v4.0 8.3,PCI DSS v4.0 8 Identity and Authentication,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,8.4,PCI DSS v4.0 8.4,PCI DSS v4.0 8 Identity and Authentication,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,8.5,PCI DSS v4.0 8.5,PCI DSS v4.0 8 Identity and Authentication,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,8.6,PCI DSS v4.0 8.6,PCI DSS v4.0 8 Identity and Authentication,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,9.1,PCI DSS v4.0 9.1,PCI DSS v4.0 9 Physical Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,9.2,PCI DSS v4.0 9.2,PCI DSS v4.0 9 Physical Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,9.3,PCI DSS v4.0 9.3,PCI DSS v4.0 9 Physical Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,9.4,PCI DSS v4.0 9.4,PCI DSS v4.0 9 Physical Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,9.5,PCI DSS v4.0 9.5,PCI DSS v4.0 9 Physical Access,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,identity,identity_configuration,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,identity-access,aws; github; google_workspace; hris_system; microsoft_365; microsoft_entra_id; okta; tailscale,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,Appendix A - 1.1,PCI DSS v4.0 Appendix A - 1.1,PCI DSS v4.0 Appendix Appendix Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,baseline-control-review,control_owner_review,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,Appendix A - 1.2,PCI DSS v4.0 Appendix A - 1.2,PCI DSS v4.0 Appendix Appendix Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,baseline-control-review,control_owner_review,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0,Appendix A2.1,PCI DSS v4.0 Appendix A2.1,PCI DSS v4.0 Appendix Appendix Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,baseline-control-review,control_owner_review,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0,superseded_by_4_0_1,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,1.1,PCI DSS v4.0.1 1.1,PCI DSS v4.0.1 1 Network Security Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,network-exposure; payment-card-security,aws; cardholder_data_environment; vulnerability_scanner,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,1.2,PCI DSS v4.0.1 1.2,PCI DSS v4.0.1 1 Network Security Controls,source_capability_only,missing_finding_mapping,high,missing_finding_candidate,finding_mapping_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,network-exposure; payment-card-security,aws; cardholder_data_environment; vulnerability_scanner,aws/apigateway_rest_api [supported]; aws/cloudfront_distribution [supported]; aws/cloudfront_origin_access_control [supported]; aws/elbv2_listener [supported]; aws/elbv2_load_balancer [supported]; aws/public_endpoint [supported]; aws/rds_instance [supported]; aws/redshift_cluster [supported]; aws/resource_exposure [supported]; aws/s3_bucket [supported]; aws/security_group [supported]; aws/sns_topic [supported]; aws/sqs_queue [supported]; azure/aks_cluster [supported]; azure/app_service [supported]; azure/cosmos_account [supported]; azure/key_vault [supported]; azure/postgresql_server [supported]; azure/storage_account [supported]; email_domain_health/dns_record_checks [supported]; email_domain_health/email_authentication_posture [supported]; gcp/cloud_run_service [supported]; gcp/cloud_sql_instance [supported]; gcp/compute_firewall [supported]; gcp/dns_managed_zone [supported]; gcp/gcs_bucket [supported]; gcp/gke_cluster [supported]; gcp/vpc_access_connector [supported]; github/organization_network_policy [partial]; github/webhooks [partial]; tailscale/devices [supported],,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,Create or map a source-backed finding for the declared source capability.,v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,1.3.1,PCI DSS v4.0.1 1.3.1,PCI DSS v4.0.1 1 Network Security Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,network-exposure; payment-card-security,aws; cardholder_data_environment; vulnerability_scanner,,PCI DSS v4.0.1 1.3 [child_requirement/review_hint]; PCI DSS v4.0.1/network-exposure,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,Add source coverage or evidence requirements that support the mapped finding-control edge.,v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,1.5,PCI DSS v4.0.1 1.5,PCI DSS v4.0.1 1 Network Security Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,network-exposure; payment-card-security,aws; cardholder_data_environment; vulnerability_scanner,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,10.1,PCI DSS v4.0.1 10.1,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,logging-monitoring; payment-card-security,aws; cardholder_data_environment; github; okta; vulnerability_scanner,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,10.2.1,PCI DSS v4.0.1 10.2.1,PCI DSS v4.0.1 10 Logging and Monitoring,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,logging-monitoring; payment-card-security,aws; cardholder_data_environment; github; okta; vulnerability_scanner,,PCI DSS v4.0.1 10.2 [child_requirement/review_hint]; PCI DSS v4.0.1/logging-testing-response,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,Add source coverage or evidence requirements that support the mapped finding-control edge.,v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,10.3,PCI DSS v4.0.1 10.3,PCI DSS v4.0.1 10 Logging and Monitoring,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,logging-monitoring; payment-card-security,aws; cardholder_data_environment; github; okta; vulnerability_scanner,,PCI DSS v4.0.1/logging-testing-response,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,Add source coverage or evidence requirements that support the mapped finding-control edge.,v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,10.4,PCI DSS v4.0.1 10.4,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,logging-monitoring; payment-card-security,aws; cardholder_data_environment; github; okta; vulnerability_scanner,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,10.5,PCI DSS v4.0.1 10.5,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,logging-monitoring; payment-card-security,aws; cardholder_data_environment; github; okta; vulnerability_scanner,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,10.6,PCI DSS v4.0.1 10.6,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,logging-monitoring; payment-card-security,aws; cardholder_data_environment; github; okta; vulnerability_scanner,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
PCI DSS v4.0.1,10.7,PCI DSS v4.0.1 10.7,PCI DSS v4.0.1 10 Logging and Monitoring,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,payment_security,payment_security,pci-testing-procedure-evidence,testing_procedure_backed,cde_scope_testing_procedure_sample,supports_pci_requirement,logging-monitoring; payment-card-security,aws; cardholder_data_environment; github; okta; vulnerability_scanner,,,"Do not claim PCI requirement coverage without CDE scope, sampled system, testing procedure result, date, and exception or remediation state.",Use parent requirements for scope and child requirements for testable detail; do not let a parent reference satisfy a child testing procedure.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",v4.0.1,current,PCI Security Standards Council,payment_card_data_security_standard,official_standard_page,https://www.pcisecuritystandards.org/standards/pci-dss/,"CDE scope, network segmentation, secure configuration, vulnerability management, access control, logging, tes..."
