tag,tag_kind,tag_source,rule_id,name,domain,severity,evidence_mode,path
privileged-access,risk,metadata,identity-kandji-privileged-recently-created-7d,Kandji Newly Created Privileged Accounts,identity,medium,query,policies/identity/identity-kandji-privileged-recently-created-7d.yaml
privileged-access,risk,metadata,identity-kolide-privileged-personal-email,Kolide Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-kolide-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-kolide-privileged-stale-login-30d,Kolide Privileged Accounts Stale (30 days),identity,high,query,policies/identity/identity-kolide-privileged-stale-login-30d.yaml
privileged-access,risk,metadata,identity-okta-dormant-admin-role-assignment,Okta Dormant Admin Role Assignment,identity,high,graph,policies/identity/identity-okta-dormant-admin-role-assignment.yaml
privileged-access,risk,metadata,identity-okta-privileged-missing-owner,Okta Privileged Account Missing Lifecycle Owner,identity,high,graph,policies/identity/identity-okta-privileged-missing-owner.yaml
privileged-access,risk,metadata,identity-okta-privileged-no-mfa,Okta Privileged Accounts Without MFA,identity,high,query,policies/identity/identity-okta-privileged-no-mfa.yaml
privileged-access,risk,metadata,identity-okta-privileged-personal-email,Okta Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-okta-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-okta-privileged-recently-created-7d,Okta Newly Created Privileged Accounts,identity,medium,query,policies/identity/identity-okta-privileged-recently-created-7d.yaml
privileged-access,risk,metadata,identity-okta-privileged-stale-login-30d,Okta Privileged Accounts Stale (30 days),identity,high,query,policies/identity/identity-okta-privileged-stale-login-30d.yaml
privileged-access,risk,metadata,identity-okta-support-session-impersonation-30d,Okta Support Session Impersonation Events (30 days),identity,high,query,policies/identity/identity-okta-support-session-impersonation-30d.yaml
privileged-access,risk,metadata,identity-panther-privileged-personal-email,Panther Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-panther-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-panther-privileged-recently-created-7d,Panther Newly Created Privileged Accounts,identity,medium,query,policies/identity/identity-panther-privileged-recently-created-7d.yaml
privileged-access,risk,metadata,identity-privileged-access-review-overdue,Identity Privileged Access Review Overdue,identity,high,cel,policies/identity/identity-privileged-access-review-overdue.yaml
privileged-access,risk,metadata,identity-ramp-privileged-personal-email,Ramp Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-ramp-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-salesforce-privileged-personal-email,Salesforce Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-salesforce-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-salesforce-privileged-recently-created-7d,Salesforce Newly Created Privileged Accounts,identity,medium,query,policies/identity/identity-salesforce-privileged-recently-created-7d.yaml
privileged-access,risk,metadata,identity-slack-privileged-no-mfa,Slack Privileged Accounts Without MFA,identity,high,query,policies/identity/identity-slack-privileged-no-mfa.yaml
privileged-access,risk,metadata,identity-slack-privileged-personal-email,Slack Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-slack-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-tailscale-privileged-personal-email,Tailscale Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-tailscale-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-tailscale-privileged-recently-created-7d,Tailscale Newly Created Privileged Accounts,identity,medium,query,policies/identity/identity-tailscale-privileged-recently-created-7d.yaml
privileged-access,risk,metadata,identity-tailscale-privileged-stale-login-30d,Tailscale Privileged Accounts Stale (30 days),identity,high,query,policies/identity/identity-tailscale-privileged-stale-login-30d.yaml
privileged-access,risk,metadata,identity-vanta-privileged-personal-email,Vanta Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-vanta-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-vanta-privileged-stale-login-30d,Vanta Privileged Accounts Stale (30 days),identity,high,query,policies/identity/identity-vanta-privileged-stale-login-30d.yaml
privileged-access,risk,metadata,identity-zoom-privileged-personal-email,Zoom Privileged Accounts on Personal Email Domains,identity,high,query,policies/identity/identity-zoom-privileged-personal-email.yaml
privileged-access,risk,metadata,identity-zoom-privileged-recently-created-7d,Zoom Newly Created Privileged Accounts,identity,medium,query,policies/identity/identity-zoom-privileged-recently-created-7d.yaml
privileged-access,risk,metadata,identity-zoom-privileged-stale-login-30d,Zoom Privileged Accounts Stale (30 days),identity,high,query,policies/identity/identity-zoom-privileged-stale-login-30d.yaml
privileged-access,risk,metadata,m365-guest-admin,Microsoft 365 Guest User with Admin Role,m365,critical,cel,policies/m365/m365-guest-admin.yaml
privileged-access,risk,metadata,m365-inactive-admin,Microsoft 365 Inactive Admin Account,m365,medium,cel,policies/m365/m365-inactive-admin.yaml
privileged-access,risk,metadata,m365-privileged-roles-pim,Privileged Roles Without PIM Controls,m365,high,query,policies/m365/m365-privileged-roles-pim.yaml
privileged-access,risk,metadata,okta-admin-dormant,Okta Dormant Admin Account,okta,medium,cel,policies/okta/okta-admin-dormant.yaml
privileged-access,risk,metadata,salesforce-profile-modify-all-data,Salesforce Profile Modify All Data,salesforce,high,cel,policies/salesforce/salesforce-profile-modify-all-data.yaml
proc-mount,routing,metadata,k8s-pod-proc-mount-unmasked,Kubernetes Pod Proc Mount Unmasked,kubernetes,medium,cel,policies/kubernetes/k8s-pod-proc-mount-unmasked.yaml
production,routing,metadata,db-multi-az,Production Database Multi-AZ Deployment,database,high,query,policies/database/db-multi-az.yaml
profile,routing,metadata,salesforce-profile-modify-all-data,Salesforce Profile Modify All Data,salesforce,high,cel,policies/salesforce/salesforce-profile-modify-all-data.yaml
programmatic-access,routing,metadata,github-secops-credential-active-integration-installation,GitHub Active Integration Installation Credential,github,medium,cel,policies/github/github-secops-credential-active-integration-installation.yaml
programmatic-access,routing,metadata,github-secops-credential-active-org-credential-authorization,GitHub Active Organization Credential Authorization,github,high,cel,policies/github/github-secops-credential-active-org-credential-authorization.yaml
programmatic-access,routing,metadata,github-secops-credential-active-personal-access-token,GitHub Active Personal Access Token,github,high,cel,policies/github/github-secops-credential-active-personal-access-token.yaml
programmatic-access,routing,metadata,github-secops-credential-automation-actor-agent,GitHub Automation Actor Agent Credential,github,medium,cel,policies/github/github-secops-credential-automation-actor-agent.yaml
programmatic-access,routing,metadata,github-secops-credential-automation-actor-bot,GitHub Automation Actor Bot Credential,github,medium,cel,policies/github/github-secops-credential-automation-actor-bot.yaml
programmatic-access,routing,metadata,github-secops-credential-public-key-ssh,GitHub Public Key SSH Credential,github,high,cel,policies/github/github-secops-credential-public-key-ssh.yaml
programmatic-access,routing,metadata,github-secops-credential-unknown-status,GitHub Unknown Credential Status,github,medium,cel,policies/github/github-secops-credential-unknown-status.yaml
project,routing,metadata,gcp-project-audit-logs-data-access,GCP Project Audit Logs Data Access,gcp,medium,cel,policies/gcp/gcp-project-audit-logs-data-access.yaml
project,routing,metadata,gcp-project-essential-contacts-security,GCP Project Essential Contacts Security,gcp,medium,cel,policies/gcp/gcp-project-essential-contacts-security.yaml
prompt,routing,metadata,ai-prompt-injection-test-coverage,AI Prompt Injection Test Coverage,ai,medium,cel,policies/ai/ai-prompt-injection-test-coverage.yaml
prompt-injection,routing,metadata,ai-prompt-injection-test-coverage,AI Prompt Injection Test Coverage,ai,medium,cel,policies/ai/ai-prompt-injection-test-coverage.yaml
protection,routing,metadata,aws-cloudformation-stack-termination-protection,AWS Cloudformation Stack Termination Protection,aws,medium,cel,policies/aws/aws-cloudformation-stack-termination-protection.yaml
protocol,routing,metadata,tls-version-outdated,Services Using Outdated TLS Versions,certificate,high,query,policies/certificate/tls-version-outdated.yaml
provenance,routing,metadata,ai-training-data-provenance,AI Training Data Provenance,ai,medium,cel,policies/ai/ai-training-data-provenance.yaml
provenance,routing,metadata,cicd-build-provenance-required,Cicd Build Provenance Required,cicd,medium,cel,policies/cicd/cicd-build-provenance-required.yaml
provenance,routing,metadata,cicd-build-provenance-verified,Cicd Build Provenance Verified,cicd,medium,cel,policies/cicd/cicd-build-provenance-verified.yaml
pss,routing,metadata,k8s-missing-pss,Kubernetes clusters with at least one namespace missing PSS policy,cerebro,medium,cel,policies/cerebro/k8s-missing-pss.yaml
pub,routing,metadata,github-secops-dependabot-pub-critical-dismissed,GitHub Dependabot Pub Critical Alert Dismissed,github,critical,cel,policies/github/github-secops-dependabot-pub-critical-dismissed.yaml
pub,routing,metadata,github-secops-dependabot-pub-critical-open,GitHub Dependabot Pub Critical Alert Open,github,critical,cel,policies/github/github-secops-dependabot-pub-critical-open.yaml
pub,routing,metadata,github-secops-dependabot-pub-critical-runtime-no-patch,GitHub Dependabot Pub Critical Runtime Alert Without Patch,github,critical,cel,policies/github/github-secops-dependabot-pub-critical-runtime-no-patch.yaml
pub,routing,metadata,github-secops-dependabot-pub-high-dismissed,GitHub Dependabot Pub High Alert Dismissed,github,high,cel,policies/github/github-secops-dependabot-pub-high-dismissed.yaml
pub,routing,metadata,github-secops-dependabot-pub-high-open,GitHub Dependabot Pub High Alert Open,github,high,cel,policies/github/github-secops-dependabot-pub-high-open.yaml
pub,routing,metadata,github-secops-dependabot-pub-high-runtime-no-patch,GitHub Dependabot Pub High Runtime Alert Without Patch,github,high,cel,policies/github/github-secops-dependabot-pub-high-runtime-no-patch.yaml
pub,routing,metadata,github-secops-dependabot-pub-low-open,GitHub Dependabot Pub Low Alert Open,github,low,cel,policies/github/github-secops-dependabot-pub-low-open.yaml
pub,routing,metadata,github-secops-dependabot-pub-medium-open,GitHub Dependabot Pub Medium Alert Open,github,high,cel,policies/github/github-secops-dependabot-pub-medium-open.yaml
public,routing,metadata,github-secops-repo-public-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public All,github,high,cel,policies/github/github-secops-repo-public-all-dependabot-security-updates-disabled.yaml
public,routing,metadata,github-secops-repo-public-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public All,github,high,cel,policies/github/github-secops-repo-public-all-push-protection-disabled.yaml
public,routing,metadata,github-secops-repo-public-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Public All,github,high,cel,policies/github/github-secops-repo-public-all-secret-scanning-disabled.yaml
public,routing,metadata,github-secops-repo-public-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Fork,github,high,cel,policies/github/github-secops-repo-public-fork-dependabot-security-updates-disabled.yaml
public,routing,metadata,github-secops-repo-public-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Fork,github,high,cel,policies/github/github-secops-repo-public-fork-push-protection-disabled.yaml
public,routing,metadata,github-secops-repo-public-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Public Fork,github,high,cel,policies/github/github-secops-repo-public-fork-secret-scanning-disabled.yaml
public,routing,metadata,github-secops-repo-public-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Primary,github,high,cel,policies/github/github-secops-repo-public-primary-dependabot-security-updates-disabled.yaml
public,routing,metadata,github-secops-repo-public-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Primary,github,high,cel,policies/github/github-secops-repo-public-primary-push-protection-disabled.yaml
public,routing,metadata,github-secops-repo-public-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Public Primary,github,high,cel,policies/github/github-secops-repo-public-primary-secret-scanning-disabled.yaml
public-access,routing,metadata,api-admin-function-public,API Admin Function Public,api,high,cel,policies/api/api-admin-function-public.yaml
public-access,routing,metadata,api-deprecated-version-public,API Deprecated Version Public,api,high,cel,policies/api/api-deprecated-version-public.yaml
public-access,routing,metadata,aws-ec2-ami-not-public,EC2 AMI Not Public,aws,critical,cel,policies/aws/aws-ec2-ami-public.yaml
public-access,routing,metadata,aws-ec2-ebs-snapshot-not-public,EBS Snapshot Not Public,aws,critical,cel,policies/aws/aws-ec2-ebs-snapshot-public.yaml
public-access,routing,metadata,aws-kms-key-policy-public,AWS KMS Key Policy Public,aws,high,cel,policies/aws/aws-kms-key-policy-public.yaml
public-access,routing,metadata,aws-lambda-not-publicly-accessible,Lambda Not Publicly Accessible,aws,high,cel,policies/aws/aws-lambda-public.yaml
public-access,routing,metadata,aws-rds-no-public-access,RDS No Public Access,aws,critical,cel,policies/aws/aws-rds-public-access.yaml
public-access,routing,metadata,aws-s3-bucket-policy-public,S3 Bucket Policy Allows Public Access,aws,critical,cel,policies/aws/aws-s3-bucket-policy-public.yaml
public-access,routing,metadata,aws-s3-public-write,S3 Bucket Allows Public Write Access,aws,critical,cel,policies/aws/aws-s3-public-write.yaml
public-access,routing,metadata,aws-sns-public-access,SNS Topic Allows Public Access,aws,high,cel,policies/aws/aws-sns-public-access.yaml
public-access,routing,metadata,aws-sqs-public-access,SQS Queue Allows Public Access,aws,high,cel,policies/aws/aws-sqs-public-access.yaml
public-access,routing,metadata,aws-ssm-document-public,AWS SSM Document Public,aws,high,cel,policies/aws/aws-ssm-document-public.yaml
public-access,routing,metadata,azure-cosmosdb-public-access,Azure Cosmos DB Public Access,dspm,high,cel,policies/dspm/azure-cosmos-public.yaml
public-access,routing,metadata,azure-ml-workspace-public-network,Azure ML Workspace Public Network Access,ai,high,cel,policies/ai/azure-ml-workspace-public.yaml
public-access,routing,metadata,azure-openai-public-network,Azure OpenAI Public Network Access,ai,high,cel,policies/ai/azure-openai-public.yaml
public-access,routing,metadata,azure-sql-public-network-access,Azure SQL Public Network Access,dspm,high,cel,policies/dspm/azure-sql-public.yaml
public-access,routing,metadata,azure-storage-blob-public-access-disabled,Azure Storage Blob Public Access Disabled,azure,high,cel,policies/azure/azure-storage-blob-public.yaml
public-access,routing,metadata,azure-storage-public-write,Azure Storage Container Allows Public Write,azure,critical,cel,policies/azure/azure-storage-public-write.yaml
public-access,routing,metadata,bucket-public-sensitive,Publicly readable bucket contains sensitive data,cerebro,critical,cel,policies/cerebro/bucket-public-sensitive.yaml
public-access,routing,metadata,cicd-build-logs-public,Cicd Build Logs Public,cicd,high,cel,policies/cicd/cicd-build-logs-public.yaml
public-access,routing,metadata,container-registry-public,Container Registry Public,container,high,cel,policies/container/container-registry-public.yaml
public-access,routing,metadata,db-public-access,Database Public Access Disabled,database,critical,query,policies/database/db-public-access.yaml
public-access,routing,metadata,gcp-bigquery-public,BigQuery Dataset Publicly Accessible,gcp,critical,cel,policies/gcp/gcp-bigquery-public.yaml
public-access,routing,metadata,gcp-bigquery-public-dataset,GCP BigQuery Public Dataset,dspm,critical,cel,policies/dspm/gcp-bigquery-public.yaml
public-access,routing,metadata,gcp-bigquery-table-public,GCP Bigquery Table Public,gcp,high,cel,policies/gcp/gcp-bigquery-table-public.yaml
public-access,routing,metadata,gcp-bucket-public-write,GCS Bucket Allows Public Write Access,gcp,critical,cel,policies/gcp/gcp-bucket-public-write.yaml
public-access,routing,metadata,gcp-iam-binding-no-allUsers,GCP IAM Binding No allUsers,gcp,critical,cel,policies/gcp/gcp-iam-binding-allUsers.yaml
public-access,routing,metadata,gcp-kms-public,KMS Key Publicly Accessible,gcp,critical,cel,policies/gcp/gcp-kms-public.yaml
public-access,routing,metadata,gcp-secret-manager-secret-public,GCP Secret Manager Secret Public,gcp,high,cel,policies/gcp/gcp-secret-manager-secret-public.yaml
public-access,routing,metadata,gcp-storage-no-public-allusers,GCP Storage No Public allUsers Access,gcp,critical,cel,policies/gcp/gcp-storage-public-allusers.yaml
public-access,routing,metadata,gcp-vertex-ai-public-endpoint,GCP Vertex AI Public Endpoint,ai,high,cel,policies/ai/gcp-vertex-endpoint-public.yaml
public-access,routing,metadata,salesforce-export-report-public-link,Salesforce Export Report Public Link,salesforce,high,cel,policies/salesforce/salesforce-export-report-public-link.yaml
public-access,routing,metadata,serverless-unauthenticated-invocation,Publicly exposed serverless with high privileges can be invoked by unauthenticated users,cerebro,high,cel,policies/cerebro/serverless-unauthenticated.yaml
public-api,routing,metadata,aws-api-gateway-no-authorization,AWS API Gateway No Authorization,api,high,cel,policies/api/aws-api-gateway-no-auth.yaml
public-exposure,risk,metadata,bucket-public-large-files,Publicly readable bucket contains large log and data files,cerebro,high,cel,policies/cerebro/bucket-public-large-files.yaml
public-exposure,risk,metadata,bucket-public-low-exposure,Publicly readable non-empty bucket with low exposure level,cerebro,medium,cel,policies/cerebro/bucket-public-low-exposure.yaml
public-exposure,risk,metadata,mlops-public-vuln,Publicly exposed VM/serverless with MLOps with initial access vulnerabilities,cerebro,critical,cel,policies/cerebro/mlops-public-vuln.yaml
public-exposure,risk,metadata,public-resource-cleartext-admin-keys,Publicly exposed resource with cleartext cloud keys granting admin privileges,cerebro,critical,cel,policies/cerebro/public-resource-cleartext-admin-keys.yaml
public-exposure,risk,metadata,public-resource-cleartext-keys,Publicly exposed resource with cleartext cloud keys granting high privileges,cerebro,critical,cel,policies/cerebro/public-resource-cleartext-keys.yaml
public-exposure,risk,metadata,public-resource-cross-account-keys,Publicly exposed resource with cleartext cloud keys granting permission to access resources in other subscriptions,cerebro,high,cel,policies/cerebro/public-resource-cross-account-keys.yaml
public-exposure,risk,metadata,public-resource-keys-data-access,Publicly exposed resource with cleartext cloud keys allowing access to sensitive data,cerebro,critical,cel,policies/cerebro/public-resource-keys-data-access.yaml
public-exposure,risk,metadata,public-saas-keys,Publicly exposed resource with cleartext SaaS API keys,cerebro,high,cel,policies/cerebro/public-saas-keys.yaml
public-exposure,risk,metadata,public-vm-cross-account-keys,Publicly exposed VM with cleartext cloud keys granting permission to access resources in other subscriptions with high privileges,cerebro,critical,cel,policies/cerebro/public-vm-cross-account-keys.yaml
public-exposure,risk,metadata,ray-ai-public,Publicly exposed VM vulnerable with Ray AI installed (authentication not supported),cerebro,critical,cel,policies/cerebro/ray-ai-public.yaml
public-exposure,risk,metadata,serverless-public-admin,Publicly exposed serverless with admin privileges,cerebro,critical,cel,policies/cerebro/serverless-public-admin.yaml
public-exposure,risk,metadata,serverless-public-high-priv,Publicly exposed serverless with high privileges,cerebro,critical,cel,policies/cerebro/serverless-public-high-priv.yaml
public-exposure,risk,metadata,serverless-unauth-privileged,Publicly exposed serverless with high privileges can be invoked by unauthenticated users,cerebro,critical,cel,policies/cerebro/serverless-unauth-privileged.yaml
public-exposure,risk,metadata,vm-public-admin,Publicly exposed VM with admin privileges,cerebro,critical,cel,policies/cerebro/vm-public-admin.yaml
public-exposure,risk,metadata,vm-public-data-access,Publicly exposed VM/serverless with data access to sensitive data,cerebro,critical,cel,policies/cerebro/vm-public-data-access.yaml
public-exposure,risk,metadata,vm-public-eol,Publicly exposed VM with end-of-life software,cerebro,high,cel,policies/cerebro/vm-public-eol.yaml
public-exposure,risk,metadata,vm-public-eol-targeted,Publicly exposed VM with end-of-life targeted technology,cerebro,critical,cel,policies/cerebro/vm-public-eol-targeted.yaml
public-exposure,risk,metadata,vm-public-high-priv,Publicly exposed VM with high privileges,cerebro,critical,cel,policies/cerebro/vm-public-high-priv.yaml
public-exposure,risk,metadata,vm-public-privileged-vuln-common-dep,Publicly exposed VM/serverless with high privileges and initial access vulnerabilities affecting a common dependency,cerebro,critical,cel,policies/cerebro/vm-public-privileged-vuln-common-dep.yaml
public-exposure,risk,metadata,vm-public-vuln,Publicly exposed VM/serverless with initial access vulnerabilities,cerebro,critical,cel,policies/cerebro/vm-public-vuln.yaml
public-exposure,risk,metadata,vm-public-vuln-common-dep,Publicly exposed VM/serverless with initial access vulnerabilities affecting a common dependency,cerebro,critical,cel,policies/cerebro/vm-public-vuln-common-dep.yaml
public-facing,routing,metadata,vuln-epss-high-public-facing,Vuln EPSS High Public Facing,vulnerability,critical,cel,policies/vulnerability/vuln-epss-high-public-facing.yaml
public-facing,routing,metadata,vuln-kev-public-facing,Vuln KEV Public Facing,vulnerability,critical,cel,policies/vulnerability/vuln-kev-public-facing.yaml
public-facing,routing,metadata,vuln-public-facing,Critical/High Vulnerabilities on Public-Facing Assets,vulnerability,critical,query,policies/vulnerability/vuln-public-facing.yaml
public-fork,routing,metadata,github-secops-repo-public-fork,GitHub Public fork should have a maintainer-approved exposure exception,github,medium,cel,policies/github/github-secops-repo-public-fork.yaml
public-ip,routing,metadata,gcp-compute-no-public-ip,Compute Instance Public IP,gcp,high,cel,policies/gcp/gcp-compute-public-ip.yaml
public-ip,routing,metadata,vm-public-high-privileges,Internet-facing VM with high privileges,cerebro,critical,cel,policies/cerebro/vm-public-privileged.yaml
public-key-ssh,routing,metadata,github-secops-credential-public-key-ssh,GitHub Public Key SSH Credential,github,high,cel,policies/github/github-secops-credential-public-key-ssh.yaml
public-non-archived,routing,metadata,github-secops-repo-public-non-archived,GitHub Public non-archived repository requires explicit exposure review,github,high,cel,policies/github/github-secops-repo-public-non-archived.yaml
public-subnet,routing,metadata,efs-public-subnet,AWS EFS mount target associated with a public subnet,cerebro,high,cel,policies/cerebro/efs-public-subnet.yaml
pull-request,routing,metadata,github-secops-pull-request-closed-tracked,GitHub Closed Pull Request Requires Review Evidence Tracked,github,low,cel,policies/github/github-secops-pull-request-closed-tracked.yaml
pull-request,routing,metadata,github-secops-pull-request-open-tracked,GitHub Open Pull Request Tracked,github,medium,cel,policies/github/github-secops-pull-request-open-tracked.yaml
pull_requests,routing,metadata,github-secops-app-installation-all-repos-pull-requests-write,GitHub App Installation All Repos Pull Requests Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-pull-requests-write.yaml
purview,routing,metadata,m365-purview-audit-standard-missing,M365 Purview Audit Standard Missing,m365,medium,cel,policies/m365/m365-purview-audit-standard-missing.yaml
push-protection,routing,metadata,github-secops-repo-internal-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal All,github,high,cel,policies/github/github-secops-repo-internal-all-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-internal-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Fork,github,high,cel,policies/github/github-secops-repo-internal-fork-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-internal-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Primary,github,high,cel,policies/github/github-secops-repo-internal-primary-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-private-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private All,github,high,cel,policies/github/github-secops-repo-private-all-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-private-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private Fork,github,high,cel,policies/github/github-secops-repo-private-fork-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-private-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private Primary,github,high,cel,policies/github/github-secops-repo-private-primary-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-public-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public All,github,high,cel,policies/github/github-secops-repo-public-all-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-public-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Fork,github,high,cel,policies/github/github-secops-repo-public-fork-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-repo-public-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Primary,github,high,cel,policies/github/github-secops-repo-public-primary-push-protection-disabled.yaml
push-protection,routing,metadata,github-secops-secret-anthropic-admin-api-key-push-protection-bypassed,GitHub Secret Scanning Anthropic Admin Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-anthropic-admin-api-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-aws-access-key-id-push-protection-bypassed,GitHub Secret Scanning Aws Access Key Id Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-aws-access-key-id-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-azure-storage-account-key-push-protection-bypassed,GitHub Secret Scanning Azure Storage Account Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-azure-storage-account-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-cloudflare-api-token-push-protection-bypassed,GitHub Secret Scanning Cloudflare Api Token Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-cloudflare-api-token-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-datadog-api-key-push-protection-bypassed,GitHub Secret Scanning Datadog Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-datadog-api-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-github-app-private-key-push-protection-bypassed,GitHub Secret Scanning GitHub App Private Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-github-app-private-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-github-personal-access-token-push-protection-bypassed,GitHub Secret Scanning GitHub Personal Access Token Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-github-personal-access-token-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-google-cloud-service-account-push-protection-bypassed,GitHub Secret Scanning Google Cloud Service Account Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-google-cloud-service-account-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-heroku-api-key-push-protection-bypassed,GitHub Secret Scanning Heroku Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-heroku-api-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-mailchimp-api-key-push-protection-bypassed,GitHub Secret Scanning Mailchimp Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-mailchimp-api-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-npm-token-push-protection-bypassed,GitHub Secret Scanning Npm Token Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-npm-token-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-openai-api-key-push-protection-bypassed,GitHub Secret Scanning Openai Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-openai-api-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-private-key-push-protection-bypassed,GitHub Secret Scanning Private Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-private-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-pypi-upload-token-push-protection-bypassed,GitHub Secret Scanning Pypi Upload Token Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-pypi-upload-token-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-sendgrid-api-key-push-protection-bypassed,GitHub Secret Scanning Sendgrid Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-sendgrid-api-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-slack-webhook-url-push-protection-bypassed,GitHub Secret Scanning Slack Webhook Url Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-slack-webhook-url-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-ssh-private-key-push-protection-bypassed,GitHub Secret Scanning Ssh Private Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-ssh-private-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-stripe-live-secret-key-push-protection-bypassed,GitHub Secret Scanning Stripe Live Secret Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-stripe-live-secret-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secops-secret-twilio-api-key-push-protection-bypassed,GitHub Secret Scanning Twilio Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-twilio-api-key-push-protection-bypassed.yaml
push-protection,routing,metadata,github-secret-push-protection-disabled,Github Secret Push Protection Disabled,github,medium,cel,policies/github/github-secret-push-protection-disabled.yaml
push-protection-disabled-audit,routing,metadata,github-secops-audit-repo-push-protection-disabled-audit,GitHub Audit Repository Push Protection Disabled,github,high,cel,policies/github/github-secops-audit-repo-push-protection-disabled-audit.yaml
